馬名,全体過去平均着順,前走着順,出走回数,前走脚質_num,前走上がり3F,過去平均上がり3F
ケイツータカ,10.0,11.0,4,4.0,35.0,11.666666666666666
ケイツータンカ,10.5,9.0,3,4.0,0.0,0.0
ケイツートラール,11.0,15.0,4,4.0,0.0,0.0
ケイツードラム,8.0,8.0,1,4.0,35.0,35.0
ケイツーバルボア,4.0,5.0,5,4.0,0.0,0.0
ケイツーブル,6.0,3.0,9,4.0,35.0,8.75
ケイツープラ,1.0,1.0,2,4.0,35.0,35.0
ケイツーペニー,12.0,12.0,6,4.0,35.0,7.0
ケイツーリーブル,5.333333333333333,4.0,7,4.0,35.0,35.0
ケイツールピア,6.466666666666667,9.0,16,4.0,35.0,4.666666666666667
ケイツーレウ,15.0,15.0,2,4.0,35.0,35.0
ケイツーレオン,15.0,15.0,2,4.0,0.0,0.0
ケイティガイア,13.0,13.0,2,4.0,0.0,0.0
ケイティキセキ,4.5,2.0,3,4.0,0.0,0.0
ケイティクレバー,7.5,5.0,3,4.0,0.0,0.0
ケイティバトラー,9.5,7.0,5,4.0,0.0,0.0
ケイティブルーム,8.0,8.0,2,4.0,0.0,0.0
ケイテンアイジン,6.571428571428571,1.0,8,4.0,35.0,25.0
ケイデンシーマーク,4.647058823529412,6.0,18,4.0,35.0,16.470588235294116
ケイトバローズ,7.666666666666667,7.0,4,4.0,35.0,35.0
ケイトポムドゥパン,8.333333333333334,5.0,4,4.0,0.0,0.0
ケイパブル,10.75,2.0,5,4.0,0.0,0.0
ケイプグッドホープ,8.0,8.0,1,4.0,35.0,35.0
ケイベエ,9.1,9.0,11,4.0,35.0,21.0
ケイマノキコウシ,11.666666666666666,10.0,4,4.0,0.0,0.0
ケデシュ,8.0,8.0,1,4.0,35.0,35.0
ケナゲ,6.285714285714286,5.0,8,4.0,35.0,15.0
ケニルワース,8.0,8.0,1,4.0,35.0,35.0
ケノファニース,15.0,14.0,3,4.0,35.0,17.5
ケファロニア,14.0,14.0,2,4.0,35.0,35.0
ケブランリ,3.0,6.0,4,4.0,35.0,35.0
ケヤキザカ,14.0,14.0,3,4.0,0.0,0.0
ケラムール,16.0,16.0,2,4.0,0.0,0.0
ケリフレッドアスク,5.0,4.0,13,4.0,35.0,23.333333333333332
ケリーズノベル,8.0,8.0,1,4.0,35.0,35.0
ケルティックハーツ,15.0,14.0,5,4.0,35.0,17.5
ケルピー,5.5,2.0,3,4.0,35.0,17.5
ケルンコンサート,9.666666666666666,7.0,4,4.0,0.0,0.0
ケルンピュール,12.0,9.0,3,4.0,0.0,0.0
ケロシンドリームズ,5.8,7.0,6,4.0,35.0,14.0
ケンアンビシャス,4.555555555555555,1.0,10,4.0,35.0,11.666666666666666
ケンエージェント,8.0,2.0,3,4.0,35.0,35.0
ケンオスロ,8.0,8.0,1,4.0,35.0,35.0
ケンキョ,5.153846153846154,8.0,14,4.0,35.0,13.461538461538462
ケングロリア,8.285714285714286,5.0,8,4.0,35.0,10.0
ケンシャルロッテ,13.0,13.0,2,4.0,35.0,35.0
ケンシレインボー,8.0,8.0,1,4.0,35.0,35.0
ケンシンコウ,3.0,3.0,2,4.0,0.0,0.0
ケンジョー,3.25,4.0,5,4.0,0.0,0.0
ケンタッキーホーム,3.5,3.0,5,4.0,35.0,35.0
ケントン,6.75,12.0,5,4.0,35.0,35.0
ケンハービンジャー,6.5,4.0,5,4.0,0.0,0.0
ケンフィールド,6.166666666666667,2.0,7,4.0,35.0,35.0
ケンブリッジ,8.0,8.0,1,4.0,35.0,35.0
ケンブリッジグレイ,7.0,5.0,5,4.0,35.0,35.0
ケンブリッジサクラ,10.857142857142858,17.0,8,4.0,35.0,20.0
ケンブリッジユウ,5.0,5.0,2,4.0,0.0,0.0
ケンブリッジラブ,13.0,9.0,4,4.0,35.0,23.333333333333332
ケンブリッジルプス,15.5,15.0,3,4.0,35.0,35.0
ケンヴァイザッハ,9.5,14.0,5,4.0,35.0,17.5
ケンヴェンツェル,11.0,17.0,4,4.0,0.0,0.0
ケンヴォイジャー,8.0,9.0,3,4.0,35.0,35.0
ケーニッヒブルート,11.0,11.0,2,4.0,35.0,35.0
ケーブパール,4.454545454545454,10.0,12,4.0,35.0,15.909090909090908
ケープアグラス,7.076923076923077,12.0,14,4.0,35.0,13.461538461538462
ケープウィッカム,4.214285714285714,4.0,15,4.0,35.0,10.0
ケープティアラ,15.0,15.0,2,4.0,35.0,35.0
ケーリーバンド,10.0,6.0,3,4.0,0.0,0.0
ケールハイム,3.3333333333333335,6.0,4,4.0,35.0,35.0
ケーヴァラ,3.4545454545454546,13.0,12,4.0,35.0,3.1818181818181817
ゲイルライダー,3.3333333333333335,1.0,7,4.0,35.0,23.333333333333332
ゲインサポート,5.235294117647059,8.0,18,4.0,35.0,18.529411764705884
ゲキオコプンプン,16.0,16.0,2,4.0,35.0,35.0
ゲキザル,5.633333333333334,14.0,31,4.0,35.0,10.5
ゲキシン,9.0,9.0,2,4.0,35.0,35.0
ゲクウ,8.714285714285714,9.0,8,4.0,35.0,15.0
ゲタリア,5.5,2.0,3,4.0,35.0,35.0
ゲッティン,9.5,10.0,3,4.0,0.0,0.0
ゲッティヴィラ,4.181818181818182,9.0,12,4.0,35.0,28.636363636363637
ゲットアップ,4.1,2.0,11,4.0,0.0,0.0
ゲッワイエンタン,13.0,11.0,3,4.0,0.0,0.0
ゲツレンカ,8.0,8.0,1,4.0,35.0,35.0
ゲデヒトニス,8.0,8.0,1,4.0,35.0,35.0
ゲバラ,8.0,8.0,1,4.0,35.0,35.0
ゲフィオン,5.0,7.0,3,4.0,35.0,35.0
ゲラウィン,15.5,15.0,3,4.0,0.0,0.0
ゲルタ,2.6666666666666665,2.0,4,4.0,0.0,0.0
ゲルチュタール,1.8571428571428572,1.0,8,4.0,35.0,15.0
ゲレイロ,8.166666666666666,11.0,7,4.0,35.0,35.0
ゲレル,7.9,9.0,11,4.0,35.0,10.5
ゲレーロアスール,8.0,10.0,3,4.0,35.0,35.0
ゲンキイッパイ,7.0,8.0,9,4.0,35.0,13.125
ゲンジ,4.928571428571429,3.0,15,4.0,35.0,25.0
ゲンタツ,10.8,12.0,6,4.0,35.0,7.0
ゲンテン,5.5,5.0,3,4.0,35.0,35.0
ゲンパチイグナイト,8.0,8.0,1,4.0,35.0,35.0
ゲンパチエトワール,2.75,4.0,5,4.0,0.0,0.0
ゲンパチジュピター,8.0,8.0,1,4.0,35.0,35.0
ゲンパチスラッガー,13.0,13.0,2,4.0,35.0,35.0
ゲンパチハマジ,9.0,9.0,2,4.0,0.0,0.0
ゲンパチプライド,4.0,4.0,2,4.0,0.0,0.0
ゲンパチマイティー,8.0,8.0,1,4.0,35.0,35.0
ゲンパチマッケン,15.0,15.0,2,4.0,0.0,0.0
ゲンパチミスティ,12.0,9.0,4,4.0,35.0,23.333333333333332
ゲンパチムサシ,7.636363636363637,11.0,12,4.0,35.0,12.727272727272727
ゲンパチリベロ,11.666666666666666,10.0,4,4.0,0.0,0.0
ゲンパチルシファー,10.333333333333334,8.0,7,4.0,0.0,0.0
ゲンパチルーナ,6.222222222222222,8.0,10,4.0,35.0,23.333333333333332
ゲンブ,11.6,14.0,6,4.0,0.0,0.0
ゲンヨウサイ,12.0,12.0,3,4.0,0.0,0.0
ゲヴァント,8.0,8.0,1,4.0,35.0,35.0
ゲーベル,8.0,6.0,13,4.0,35.0,8.75
ゲームアップロード,11.25,13.0,5,4.0,0.0,0.0
ゲームカレンダー,6.333333333333333,11.0,4,4.0,35.0,23.333333333333332
コア,6.6923076923076925,15.0,14,4.0,35.0,13.461538461538462
コアクト,6.333333333333333,12.0,7,4.0,0.0,0.0
コイオステソーロ,4.0,5.0,4,4.0,35.0,35.0
コイスルシャチョウ,11.666666666666666,10.0,4,4.0,35.0,35.0
コイタマチャン,4.0,3.0,6,4.0,35.0,35.0
コイニョウボウ,8.0,10.0,10,4.0,35.0,3.888888888888889
コイヌール,9.833333333333334,11.0,7,4.0,35.0,5.833333333333333
コイバナ,6.5,8.0,5,4.0,35.0,35.0
コイモノガタリ,11.333333333333334,17.0,4,4.0,35.0,23.333333333333332
コイララ,16.5,17.0,3,4.0,0.0,0.0
コインアフレーズ,8.0,3.0,6,4.0,35.0,7.0
コウエツ,16.0,16.0,2,4.0,0.0,0.0
コウギョク,6.5,12.0,3,4.0,35.0,35.0
コウジハラ,1.5,1.0,3,4.0,35.0,35.0
コウジョリョウゾク,7.1,10.0,11,4.0,35.0,35.0
コウセイケンタロス,12.125,13.0,9,4.0,35.0,8.75
コウセイマリア,10.5,12.0,7,4.0,35.0,5.833333333333333
コウセキ,4.0,1.0,12,4.0,35.0,28.636363636363637
コウソクカレン,8.0,1.0,3,4.0,0.0,0.0
コウソクグルーヴ,6.0,6.0,8,4.0,35.0,5.0
コウソクテツドウ,11.0,11.0,2,4.0,0.0,0.0
コウソクユノ,5.666666666666667,4.0,4,4.0,35.0,35.0
コウソクルリアン,5.375,5.0,9,4.0,35.0,26.25
コウバイ,11.5,13.0,3,4.0,0.0,0.0
コウバコ,8.0,8.0,1,4.0,35.0,35.0
コウユーウィズユー,9.0,8.0,3,4.0,35.0,17.5
コウユーダイダイ,9.0,9.0,2,4.0,35.0,35.0
コウユーニポポニコ,7.4,13.0,6,4.0,35.0,35.0
コウユーヌレエフ,8.0,8.0,1,4.0,35.0,35.0
コウユーネロガ,7.625,3.0,9,4.0,35.0,35.0
コウユーパパニニテ,14.0,16.0,5,4.0,0.0,0.0
コウユーママニニテ,6.8,4.0,6,4.0,0.0,0.0
コウユーモジョカー,6.2,4.0,6,4.0,0.0,0.0
コウユーユメノヨウ,5.7,7.0,11,4.0,35.0,3.5
コウユーラッセーラ,8.0,8.0,2,4.0,0.0,0.0
コオリナラグーン,5.857142857142857,5.0,8,4.0,0.0,0.0
コカボムショット,9.0,9.0,2,4.0,35.0,35.0
コガクボウ,14.4,13.0,6,4.0,35.0,7.0
コガネノソラ,5.428571428571429,3.0,8,4.0,35.0,5.0
コキーヌ,2.0,2.0,3,4.0,0.0,0.0
ココアプローズ,11.0,15.0,3,4.0,35.0,35.0
ココアミュレット,5.0,6.0,3,4.0,0.0,0.0
ココクレーター,6.222222222222222,10.0,10,4.0,35.0,3.888888888888889
ココケイ,11.75,11.0,5,4.0,0.0,0.0
ココシャンパーニュ,3.5833333333333335,4.0,13,4.0,0.0,0.0
ココソラーレ,7.5,12.0,11,4.0,35.0,14.0
ココデイック,4.7,4.0,11,4.0,35.0,28.0
ココナッツコースト,8.0,8.0,1,4.0,35.0,35.0
ココナッツブラウン,3.4285714285714284,5.0,8,4.0,35.0,15.0
ココナッツリゾート,14.0,14.0,2,4.0,35.0,35.0
ココナツキュート,8.0,8.0,1,4.0,35.0,35.0
ココニーナ,16.0,16.0,2,4.0,0.0,0.0
ココプレミア,13.0,13.0,2,4.0,35.0,35.0
ココボロ,9.166666666666666,16.0,13,4.0,35.0,14.583333333333334
ココマドンナ,13.0,11.0,7,4.0,0.0,0.0
ココモナカ,9.0,6.0,4,4.0,0.0,0.0
ココモローズ,5.818181818181818,2.0,12,4.0,0.0,0.0
ココラッシー,5.666666666666667,5.0,7,4.0,35.0,23.333333333333332
ココリアマテル,14.0,14.0,2,4.0,0.0,0.0
ココリハクタク,10.333333333333334,9.0,4,4.0,0.0,0.0
ココリホウオウ,11.75,12.0,5,4.0,0.0,0.0
ココリロビン,14.0,14.0,3,4.0,0.0,0.0
ココレカ,9.2,11.0,6,4.0,35.0,21.0
ココロエ,12.666666666666666,6.0,7,4.0,35.0,11.666666666666666
ココロオドル,10.333333333333334,12.0,4,4.0,0.0,0.0
ココロザスノ,4.0,4.0,2,4.0,35.0,35.0
ココロヅヨサ,8.666666666666666,1.0,4,4.0,35.0,35.0
ココロノイロ,11.0,10.0,4,4.0,0.0,0.0
ココロノエンジェル,8.0,8.0,1,4.0,35.0,35.0
ココロノヒコボシ,8.0,8.0,1,4.0,35.0,35.0
ココロビジン,13.0,10.0,3,4.0,35.0,17.5
コサージュ,6.666666666666667,2.0,4,4.0,35.0,35.0
コシタンタン,8.0,8.0,1,4.0,35.0,35.0
コシュデリ,7.333333333333333,7.0,7,4.0,35.0,11.666666666666666
コジオスコ,3.0,3.0,2,4.0,0.0,0.0
コスタデラルス,11.333333333333334,11.0,4,4.0,35.0,35.0
コスタノヴァ,1.2,2.0,6,4.0,35.0,7.0
コスタボニータ,5.25,3.0,9,4.0,0.0,0.0
コスタレイ,2.0,3.0,3,4.0,0.0,0.0
コスタヴェルデ,15.0,15.0,2,4.0,0.0,0.0
コスモアチーブ,7.5,4.0,11,4.0,35.0,10.5
コスモアディラート,6.333333333333333,4.0,16,4.0,35.0,11.666666666666666
コスモアバンサ,6.8,7.0,16,4.0,35.0,9.333333333333334
コスモアマデウス,9.0,7.0,6,4.0,35.0,14.0
コスモアミマネラ,5.722222222222222,3.0,19,4.0,35.0,19.444444444444443
コスモアミュレット,9.0,9.0,2,4.0,35.0,35.0
コスモアルペジオ,10.0,10.0,2,4.0,35.0,35.0
コスモアンソロジー,4.076923076923077,1.0,14,4.0,35.0,16.153846153846153
コスモアンタレス,8.0,9.0,6,4.0,35.0,35.0
コスモイグローク,14.25,13.0,5,4.0,0.0,0.0
コスモイシュタル,4.333333333333333,3.0,16,4.0,35.0,9.333333333333334
コスモインシスト,15.0,15.0,2,4.0,0.0,0.0
コスモインディ,15.0,15.0,2,4.0,0.0,0.0
コスモエウポリア,6.0,6.0,2,4.0,0.0,0.0
コスモエクスプレス,6.103448275862069,9.0,30,4.0,35.0,8.448275862068966
コスモエスパーダ,9.166666666666666,16.0,13,4.0,35.0,5.833333333333333
コスモエスメラルダ,9.5625,8.0,17,4.0,35.0,4.375
コスモエルヴァル,5.333333333333333,4.0,7,4.0,35.0,23.333333333333332
コスモエレジー,15.0,15.0,2,4.0,35.0,35.0
コスモエンエン,8.75,12.0,5,4.0,0.0,0.0
コスモエーヴィヒ,9.166666666666666,15.0,7,4.0,35.0,17.5
コスモオピニオン,5.571428571428571,4.0,29,4.0,35.0,10.0
コスモカノア,6.555555555555555,10.0,10,4.0,35.0,7.777777777777778
コスモカノーネ,9.0,9.0,2,4.0,35.0,35.0
コスモカレンドゥラ,12.25,14.0,5,4.0,0.0,0.0
コスモカンタータ,15.0,15.0,2,4.0,0.0,0.0
コスモキャバリエ,6.818181818181818,6.0,12,4.0,35.0,15.909090909090908
コスモキュランダ,6.071428571428571,8.0,15,4.0,35.0,12.5
コスモギオン,7.5,8.0,5,4.0,35.0,35.0
コスモギガンティア,9.333333333333334,5.0,4,4.0,35.0,23.333333333333332
コスモクイーンビー,9.75,14.0,5,4.0,0.0,0.0
コスモクラシック,5.8,5.0,6,4.0,35.0,14.0
コスモグッドラック,10.2,15.0,6,4.0,35.0,7.0
コスモグラニット,7.444444444444445,11.0,10,4.0,35.0,15.555555555555555
コスモグリッター,8.0,9.0,3,4.0,0.0,0.0
コスモグロボーサ,11.333333333333334,12.0,4,4.0,35.0,23.333333333333332
コスモグローリー,2.9,2.0,11,4.0,35.0,35.0
コスモグングニール,4.4,2.0,6,4.0,0.0,0.0
コスモコラッジョ,9.5,11.0,5,4.0,0.0,0.0
コスモコロネット,7.0,10.0,8,4.0,0.0,0.0
コスモコンフェルマ,8.2,15.0,11,4.0,35.0,21.0
コスモゴレアドール,6.666666666666667,3.0,7,4.0,35.0,11.666666666666666
コスモサガルマータ,9.444444444444445,4.0,10,4.0,35.0,11.666666666666666
コスモサンビタリア,5.3,3.0,11,4.0,35.0,24.5
コスモサンブライト,12.0,15.0,3,4.0,0.0,0.0
コスモシェルベット,6.4,12.0,16,4.0,35.0,14.0
コスモシグルン,7.5,12.0,3,4.0,35.0,35.0
コスモシャングリラ,7.25,7.0,13,4.0,35.0,2.9166666666666665
コスモシュンライ,13.5,13.0,3,4.0,35.0,17.5
コスモシンテイ,8.857142857142858,13.0,8,4.0,0.0,0.0
コスモジョセフ,6.285714285714286,10.0,15,4.0,0.0,0.0
コスモジンバック,6.333333333333333,11.0,16,4.0,35.0,18.666666666666668
コスモストーム,3.142857142857143,2.0,8,4.0,35.0,20.0
コスモスプモーニ,8.428571428571429,9.0,15,4.0,35.0,7.5
コスモゼーリエ,8.0,8.0,1,4.0,35.0,35.0
コスモタキシード,8.0,8.0,3,4.0,35.0,35.0
コスモダークナイト,7.3,5.0,11,4.0,0.0,0.0
コスモチプリア,6.454545454545454,4.0,12,4.0,35.0,19.09090909090909
コスモチャンティ,12.5,14.0,3,4.0,0.0,0.0
コスモディナー,8.625,9.0,17,4.0,35.0,2.1875
コスモトロイメル,6.8,12.0,11,4.0,35.0,3.5
コスモナエマ,5.25,5.0,5,4.0,35.0,8.75
コスモナッシュビル,9.0,5.0,6,4.0,35.0,35.0
コスモノアゼット,14.5,13.0,5,4.0,0.0,0.0
コスモハーディング,8.0,8.0,2,4.0,0.0,0.0
コスモバイオレット,11.5,10.0,3,4.0,0.0,0.0
コスモバシレウス,11.5,15.0,3,4.0,0.0,0.0
コスモバタール,14.5,16.0,3,4.0,0.0,0.0
コスモバラタ,9.333333333333334,5.0,10,4.0,35.0,3.888888888888889
コスモビオラ,9.333333333333334,7.0,4,4.0,0.0,0.0
コスモファーブロス,5.571428571428571,3.0,8,4.0,35.0,35.0
コスモフィネス,12.4,16.0,6,4.0,0.0,0.0
コスモフィレンツェ,2.0,2.0,3,4.0,35.0,35.0
コスモフリーゲン,3.142857142857143,2.0,8,4.0,35.0,5.0
コスモフレディ,5.72,7.0,26,4.0,35.0,14.0
コスモフロイデ,9.173913043478262,8.0,24,4.0,35.0,13.695652173913043
コスモブッドレア,6.0,14.0,14,4.0,35.0,8.076923076923077
コスモブラック,4.142857142857143,4.0,8,4.0,35.0,35.0
コスモブリランテ,9.0,15.0,8,4.0,0.0,0.0
コスモブレイズ,8.5,14.0,3,4.0,0.0,0.0
コスモヘリアンサス,8.0,8.0,1,4.0,35.0,35.0
コスモベラエステラ,6.4,4.0,6,4.0,0.0,0.0
コスモベルツリー,10.0,8.0,3,4.0,0.0,0.0
コスモペンタス,10.0,13.0,4,4.0,35.0,35.0
コスモホライズン,6.5,5.0,5,4.0,0.0,0.0
コスモマガラニカ,5.571428571428571,4.0,8,4.0,0.0,0.0
コスモマチュアー,9.5,4.0,3,4.0,0.0,0.0
コスモマルーン,7.777777777777778,3.0,10,4.0,35.0,27.22222222222222
コスモメイウェザー,8.0,8.0,1,4.0,35.0,35.0
コスモメイゲツ,10.0,9.0,7,4.0,0.0,0.0
コスモメモラブル,9.0,14.0,4,4.0,35.0,35.0
コスモモアナ,9.5,10.0,3,4.0,0.0,0.0
コスモラパウィラ,12.0,16.0,4,4.0,0.0,0.0
コスモラミントン,14.0,14.0,2,4.0,0.0,0.0
コスモラムバック,7.7,6.0,11,4.0,35.0,31.5
コスモララバイ,5.125,4.0,9,4.0,0.0,0.0
コスモリコリス,8.0,8.0,1,4.0,35.0,35.0
コスモリスナー,8.0,8.0,8,4.0,35.0,15.0
コスモリダッシュ,10.0,9.0,4,4.0,0.0,0.0
コスモルーテウス,9.0,12.0,4,4.0,35.0,11.666666666666666
コスモレオナルド,3.6,2.0,16,4.0,35.0,11.666666666666666
コスモレッド,5.333333333333333,5.0,4,4.0,35.0,35.0
コスモロイロ,9.0,9.0,2,4.0,0.0,0.0
コスモローマ,16.0,16.0,2,4.0,35.0,35.0
コスモヴィーコ,9.2,1.0,6,4.0,0.0,0.0
コスモヴェントゥス,10.333333333333334,14.0,4,4.0,0.0,0.0
コズミックダンサー,4.916666666666667,1.0,13,4.0,35.0,29.166666666666668
コズミックフレア,5.666666666666667,7.0,4,4.0,35.0,35.0
コズミックボックス,2.75,2.0,5,4.0,35.0,17.5
コックオーヴァン,6.8,7.0,6,4.0,35.0,14.0
コックピットサイト,3.0,1.0,4,4.0,35.0,35.0
コックリサン,10.0,11.0,4,4.0,0.0,0.0
コッコラーレ,5.444444444444445,8.0,10,4.0,35.0,11.666666666666666
コッチャン,14.5,18.0,3,4.0,0.0,0.0
コッツォリーノ,4.0,2.0,5,4.0,35.0,35.0
コットンフラワー,9.11111111111111,6.0,10,4.0,35.0,3.888888888888889
コッレヴェッキオ,6.6,13.0,11,4.0,35.0,7.0
コティノス,7.666666666666667,17.0,4,4.0,35.0,35.0
コテツハマー,6.0,6.0,2,4.0,35.0,35.0
コデラエネ,8.0,8.0,1,4.0,35.0,35.0
コト,6.6923076923076925,13.0,14,4.0,35.0,13.461538461538462
コトブキヘスペラス,8.727272727272727,7.0,12,4.0,35.0,3.1818181818181817
コトブキボタン,15.0,15.0,2,4.0,0.0,0.0
コトブキローズ,14.5,13.0,3,4.0,0.0,0.0
コトホドサヨウニ,4.909090909090909,8.0,12,4.0,35.0,12.727272727272727
コトリノウタウウタ,10.0,7.0,7,4.0,35.0,23.333333333333332
コトリノサエズリ,9.333333333333334,7.0,7,4.0,35.0,23.333333333333332
コナウェリナ,8.0,8.0,1,4.0,35.0,35.0
コナコースト,15.0,14.0,4,4.0,0.0,0.0
コナブラック,7.916666666666667,15.0,13,4.0,35.0,5.833333333333333
コナベイション,8.0,4.0,5,4.0,35.0,17.5
コニーアイランド,2.5,4.0,3,4.0,35.0,35.0
コネッシオーネ,9.666666666666666,13.0,4,4.0,0.0,0.0
コハクロン,9.5,12.0,3,4.0,35.0,35.0
コハナ,13.0,13.0,3,4.0,35.0,35.0
コパカツ,10.0,11.0,4,4.0,0.0,0.0
コパカバーナ,7.2,9.0,6,4.0,35.0,14.0
コパノアルベール,10.0,10.0,2,4.0,0.0,0.0
コパノアントニオ,6.944444444444445,4.0,19,4.0,35.0,3.888888888888889
コパノエイダン,4.4,2.0,6,4.0,35.0,28.0
コパノエビータ,5.0,9.0,18,4.0,35.0,2.0588235294117645
コパノエミリア,12.0,9.0,3,4.0,35.0,35.0
コパノオースティン,7.5,11.0,3,4.0,0.0,0.0
コパノオーランド,6.0,9.0,5,4.0,0.0,0.0
コパノカーター,10.333333333333334,10.0,4,4.0,0.0,0.0
コパノキャメロン,5.333333333333333,4.0,4,4.0,35.0,23.333333333333332
コパノキュラソー,11.333333333333334,15.0,7,4.0,35.0,5.833333333333333
コパノサントス,4.5,10.0,7,4.0,35.0,5.833333333333333
コパノジェームス,8.0,8.0,1,4.0,35.0,35.0
コパノセビリア,6.666666666666667,9.0,4,4.0,0.0,0.0
コパノディラン,5.0,5.0,2,4.0,0.0,0.0
コパノデーヴィド,11.0,11.0,2,4.0,0.0,0.0
コパノトーマス,5.111111111111111,9.0,10,4.0,35.0,23.333333333333332
コパノニコルソン,7.0,7.0,16,4.0,35.0,14.0
コパノハワード,10.0,12.0,6,4.0,35.0,21.0
コパノハンプトン,8.285714285714286,12.0,8,4.0,35.0,15.0
コパノハーン,10.4,12.0,6,4.0,0.0,0.0
コパノバハマ,12.5,15.0,3,4.0,35.0,35.0
コパノバークレー,14.5,14.0,3,4.0,0.0,0.0
コパノパサディナ,5.0,2.0,10,4.0,0.0,0.0
コパノマイアミ,9.333333333333334,1.0,4,4.0,0.0,0.0
コパノマデリン,14.0,14.0,3,4.0,35.0,35.0
コパノマロン,5.214285714285714,5.0,15,4.0,35.0,12.5
コパノマーキュリー,8.0,8.0,1,4.0,35.0,35.0
コパノミラノ,6.2,3.0,6,4.0,35.0,35.0
コパノリッチマン,12.0,12.0,2,4.0,0.0,0.0
コパノルーカス,8.0,9.0,7,4.0,35.0,29.166666666666668
コパノロケット,5.0,3.0,3,4.0,35.0,35.0
コパノヴィンセント,8.375,14.0,9,4.0,35.0,17.5
コパマエチャン,6.416666666666667,2.0,13,4.0,0.0,0.0
コヒロ,7.75,4.0,5,4.0,35.0,35.0
コブラ,5.769230769230769,6.0,14,4.0,35.0,10.76923076923077
コブラツイスト,9.166666666666666,10.0,7,4.0,35.0,23.333333333333332
コマチチャン,6.833333333333333,10.0,7,4.0,35.0,17.5
コマンダンテ,8.0,8.0,1,4.0,35.0,35.0
コミタス,8.0,8.0,1,4.0,35.0,35.0
コミックガール,14.0,14.0,3,4.0,0.0,0.0
コムストックロード,5.666666666666667,3.0,7,4.0,0.0,0.0
コムダビチュード,12.666666666666666,15.0,4,4.0,0.0,0.0
コムユンプリュム,4.571428571428571,2.0,8,4.0,35.0,15.0
コムルヴァン,9.375,8.0,9,4.0,0.0,0.0
コムーネ,9.083333333333334,18.0,13,4.0,35.0,5.833333333333333
コモモチャン,13.333333333333334,13.0,4,4.0,0.0,0.0
コモンスナイプ,7.0,14.0,4,4.0,0.0,0.0
コライユ,15.0,15.0,2,4.0,0.0,0.0
コラカオ,15.0,15.0,2,4.0,35.0,35.0
コラソンビート,11.222222222222221,10.0,10,4.0,35.0,7.777777777777778
コラリン,9.0,8.0,8,4.0,0.0,0.0
コラルリーフ,3.2,1.0,6,4.0,35.0,28.0
コリアンダーアイ,11.0,11.0,2,4.0,35.0,35.0
コリエドール,7.0,12.0,6,4.0,35.0,14.0
コリエンテス,5.0,5.0,2,4.0,0.0,0.0
コリカンチャ,7.3,11.0,11,4.0,35.0,24.5
コルコバードヒル,8.0,8.0,1,4.0,35.0,35.0
コルサファターレ,9.5,11.0,5,4.0,0.0,0.0
コルチェスター,1.0,1.0,2,4.0,0.0,0.0
コルテオソレイユ,3.75,2.0,9,4.0,35.0,21.875
コルデアニル,9.619047619047619,7.0,22,4.0,35.0,8.333333333333334
コルドゥーン,9.333333333333334,10.0,4,4.0,35.0,11.666666666666666
コルドンブルー,2.2,3.0,6,4.0,35.0,14.0
コルドンルージュ,7.333333333333333,5.0,4,4.0,0.0,0.0
コルネイユドール,10.8,16.0,6,4.0,35.0,14.0
コルベイユ,10.166666666666666,8.0,7,4.0,0.0,0.0
コルルディ,16.0,16.0,2,4.0,0.0,0.0
コルレオニス,4.4,5.0,11,4.0,35.0,17.5
コルレーニョ,16.0,16.0,2,4.0,35.0,35.0
コルヴァス,1.0,1.0,2,4.0,35.0,35.0
コルヴィル,7.3076923076923075,7.0,14,4.0,35.0,8.076923076923077
コルヴィーナ,11.0,11.0,2,4.0,0.0,0.0
コレオグラファー,6.8,10.0,6,4.0,0.0,0.0
コレオシークエンス,2.5,4.0,3,4.0,35.0,35.0
コレギウム,11.25,14.0,5,4.0,0.0,0.0
コレクテイニア,5.764705882352941,3.0,18,4.0,35.0,10.294117647058824
コレクト,6.0,6.0,2,4.0,0.0,0.0
コレデヨカロウ,10.0,13.0,4,4.0,0.0,0.0
コレペティトール,8.8,13.0,16,4.0,35.0,16.333333333333332
コロケーション,7.0,7.0,4,4.0,35.0,35.0
